Dataset,PoziomUszkodzen,Metoda,Model,DamageRepeat,CVRepeat,CVSeed,AUC
zapalenia,20%,fill_norm,NB,3,5,505,0.6936
zapalenia,20%,fill_norm,MLP,3,1,101,0.6503
zapalenia,20%,fill_norm,MLP,3,2,202,0.6662
zapalenia,20%,fill_norm,MLP,3,3,303,0.6317
zapalenia,20%,fill_norm,MLP,3,4,404,0.6651
zapalenia,20%,fill_norm,MLP,3,5,505,0.6622
zapalenia,20%,fill_norm,XGBoost,3,1,101,0.8637
zapalenia,20%,fill_norm,XGBoost,3,2,202,0.8793
zapalenia,20%,fill_norm,XGBoost,3,3,303,0.8752
zapalenia,20%,fill_norm,XGBoost,3,4,404,0.8782
zapalenia,20%,fill_norm,XGBoost,3,5,505,0.8524
zapalenia,20%,all,RF,3,1,101,0.8895
zapalenia,20%,all,RF,3,2,202,0.8907
zapalenia,20%,all,RF,3,3,303,0.895
zapalenia,20%,all,RF,3,4,404,0.8961
zapalenia,20%,all,RF,3,5,505,0.8791
zapalenia,20%,all,NB,3,1,101,0.6616
zapalenia,20%,all,NB,3,2,202,0.6816
zapalenia,20%,all,NB,3,3,303,0.6468
